zfID;zfName;Human_gene_name;ID;Entrez
ENSDARG00000115428;CABZ01101813.1;AC090004.1;ENSG00000268279;NA
ENSDARG00000114528;si:ch211-69g19.2;NA;NA;NA
ENSDARG00000102803;CABZ01087091.1;NA;NA;NA
ENSDARG00000077211;or112-1;NA;NA;NA
ENSDARG00000114676;BX908797.1;NA;NA;NA
ENSDARG00000012948;asb18;NA;NA;NA
ENSDARG00000111014;LO018430.1;AKT1;ENSG00000142208;      207
ENSDARG00000110095;CR354591.1;NA;NA;NA
ENSDARG00000116755;kdm7ab;NA;NA;NA
ENSDARG00000114683;ccn1l1;NA;NA;NA
ENSDARG00000113969;supt4h1;SUPT4H1;ENSG00000213246;     6827
ENSDARG00000116864;proza;NA;NA;NA
ENSDARG00000110764;tet1;NA;NA;NA
ENSDARG00000110652;polr2i;NA;NA;NA
ENSDARG00000086691;dnajc12;DNAJC12;ENSG00000108176;    56521
ENSDARG00000117162;aldh9a1a.2;NA;NA;NA
ENSDARG00000016649;akr7a3;AKR7L;ENSG00000211454;   246181
ENSDARG00000112945;socs5b;NA;NA;NA
ENSDARG00000115690;zgc:101806;GIMAP1;ENSG00000213203;   170575
ENSDARG00000115690;zgc:101806;GIMAP2;ENSG00000106560;    26157
ENSDARG00000115690;zgc:101806;GIMAP4;ENSG00000133574;    55303
ENSDARG00000115690;zgc:101806;GIMAP6;ENSG00000133561;   474344
ENSDARG00000111409;cmtm8b;NA;NA;NA
ENSDARG00000114329;HOOK3;HOOK3;ENSG00000168172;    84376
ENSDARG00000076679;rai1;RAI1;ENSG00000108557;    10743
ENSDARG00000105175;CR547131.1;NA;NA;NA
ENSDARG00000106504;RF00001;NA;NA;NA
ENSDARG00000115009;CU041388.2;NA;NA;NA
ENSDARG00000082273;RF00003;NA;NA;NA
ENSDARG00000082587;RF00001;NA;NA;NA
ENSDARG00000116531;RF00001;NA;NA;NA
ENSDARG00000111495;itga11a;NA;NA;NA
ENSDARG00000116573;RF00001;NA;NA;NA
ENSDARG00000078416;zeb2b;ZEB2;ENSG00000169554;     9839
ENSDARG00000114312;RF00001;NA;NA;NA
ENSDARG00000112217;SHISAL2A;SHISAL2A;ENSG00000182183;   348378
ENSDARG00000114259;RF00001;NA;NA;NA
ENSDARG00000112963;fn1a;NA;NA;NA
ENSDARG00000106236;RF00001;NA;NA;NA
ENSDARG00000111356;RF00001;NA;NA;NA
ENSDARG00000076221;fthl28;NA;NA;NA
ENSDARG00000110622;ciapin1;NA;NA;NA
ENSDARG00000114921;RF00001;NA;NA;NA
ENSDARG00000019810;nfe2l3;NFE2L3;ENSG00000050344;     9603
ENSDARG00000115177;RF00001;NA;NA;NA
ENSDARG00000082321;RF00004;NA;NA;NA
ENSDARG00000110402;capza1b;NA;NA;NA
ENSDARG00000110765;RF00026;NA;NA;NA
ENSDARG00000083424;RF01234;SNORA47;ENSG00000238961;NA
ENSDARG00000112361;si:dkey-102c8.2;NA;NA;NA
ENSDARG00000113958;RF00026;NA;NA;NA
ENSDARG00000105912;RF00001;NA;NA;NA
ENSDARG00000107397;RF00001;NA;NA;NA
ENSDARG00000115717;pigbos1;NA;NA;NA
ENSDARG00000080774;RF00004;RNU2-31P;ENSG00000252763;NA
ENSDARG00000114018;CR381655.1;NA;NA;NA
ENSDARG00000102882;RF00001;NA;NA;NA
ENSDARG00000108578;RF00001;NA;NA;NA
ENSDARG00000013134;prph2la;NA;NA;NA
ENSDARG00000115976;RF00017;NA;NA;NA
ENSDARG00000111176;ccl34b.8;NA;NA;NA
ENSDARG00000110381;BX572630.1;NA;NA;NA
ENSDARG00000111699;CZQB01146713.1;NA;NA;NA
ENSDARG00000114301;bbs1;NA;NA;NA
ENSDARG00000101089;gart;GART;ENSG00000159131;     2618
ENSDARG00000113773;ncaph;NA;NA;NA
ENSDARG00000059349;homer2;HOMER2;ENSG00000103942;     9455
ENSDARG00000109512;CU633479.3;NA;NA;NA
ENSDARG00000016227;mhc1lba;CD1C;ENSG00000158481;      911
ENSDARG00000016227;mhc1lba;CD1A;ENSG00000158477;      909
ENSDARG00000016227;mhc1lba;CD1D;ENSG00000158473;      912
ENSDARG00000016227;mhc1lba;CD1E;ENSG00000158488;      913
ENSDARG00000016227;mhc1lba;FCGRT;ENSG00000104870;     2217
ENSDARG00000016227;mhc1lba;CD1B;ENSG00000158485;      910
ENSDARG00000009170;ctr9;CTR9;ENSG00000198730;     9646
ENSDARG00000116836;zgc:162193;NA;NA;NA
ENSDARG00000111454;ablim1b;NA;NA;NA
ENSDARG00000116315;nitr14b;NA;NA;NA
ENSDARG00000115252;tat;NA;NA;NA
ENSDARG00000113614;CABZ01092072.1;LASP1;ENSG00000002834;     3927
ENSDARG00000111522;CABZ01084081.1;NA;NA;NA
ENSDARG00000115898;CR405710.2;NA;NA;NA
ENSDARG00000110265;AL929237.4;NA;NA;NA
ENSDARG00000110942;gpm6aa;NA;NA;NA
ENSDARG00000079639;PRRC2B;PRRC2B;ENSG00000130723;    84726
ENSDARG00000116717;si:dkey-82i20.5;NA;NA;NA
ENSDARG00000115099;rps6kal;NA;NA;NA
ENSDARG00000109940;BX004816.3;GIMAP5;ENSG00000196329;    55340
ENSDARG00000109940;BX004816.3;GIMAP1-GIMAP5;ENSG00000281887;100527949
ENSDARG00000075113;nanog;NANOG;ENSG00000111704;    79923
ENSDARG00000075113;nanog;NANOGP8;ENSG00000255192;   388112
ENSDARG00000112807;or106-6;NA;NA;NA
ENSDARG00000067592;BX901974.1;NA;NA;NA
ENSDARG00000116488;BX088721.2;NA;NA;NA
ENSDARG00000089177;cyp46a1.3;CYP46A1;ENSG00000036530;    10858
ENSDARG00000042742;stx6;STX6;ENSG00000135823;    10228
ENSDARG00000116833;CABZ01077220.2;NA;NA;NA
ENSDARG00000059613;nprl2;NPRL2;ENSG00000114388;    10641
ENSDARG00000113565;BX005238.3;NA;NA;NA
ENSDARG00000099693;AL935065.1;NA;NA;NA
ENSDARG00000088039;CU929391.1;NA;NA;NA
ENSDARG00000110026;slc28a1;NA;NA;NA
ENSDARG00000043514;si:dkey-239i20.4;NA;NA;NA
ENSDARG00000109879;asb13a.2;NA;NA;NA
ENSDARG00000099301;cdc37;CDC37;ENSG00000105401;    11140
ENSDARG00000114451;mmp13a;MMP1;ENSG00000196611;     4312
ENSDARG00000028469;rps6ka2;RPS6KA2;ENSG00000071242;     6196
ENSDARG00000110817;birc5b;NA;NA;NA
ENSDARG00000109218;pfdn5;NA;NA;NA
ENSDARG00000105234;BX255920.1;NA;NA;NA
ENSDARG00000116920;BX465848.2;NA;NA;NA
ENSDARG00000067784;CABZ01088428.1;SLC9A1;ENSG00000090020;     6548
ENSDARG00000109586;traf4a;NA;NA;NA
ENSDARG00000101112;FO704777.1;NA;NA;NA
ENSDARG00000112919;anxa3a;NA;NA;NA
ENSDARG00000111677;pole3;NA;NA;NA
ENSDARG00000114062;spryd4;NA;NA;NA
ENSDARG00000111013;dicp1.1;NA;NA;NA
ENSDARG00000100854;ago4;AGO4;ENSG00000134698;   192670
ENSDARG00000115743;rnf151;NA;NA;NA
ENSDARG00000109409;BX571831.1;NA;NA;NA
ENSDARG00000111040;LO018128.1;NA;NA;NA
ENSDARG00000113662;hnrnpc;NA;NA;NA
ENSDARG00000113188;pigrl3.5;FCAMR;ENSG00000162897;    83953
ENSDARG00000109683;FO904885.1;ART5;ENSG00000167311;   116969
ENSDARG00000109683;FO904885.1;ART4;ENSG00000111339;      420
ENSDARG00000109683;FO904885.1;ART1;ENSG00000129744;      417
ENSDARG00000109683;FO904885.1;ART3;ENSG00000156219;      419
ENSDARG00000109351;fktn;NA;NA;NA
ENSDARG00000113944;igl3v2;NA;NA;NA
ENSDARG00000115487;BX248330.1;NA;NA;NA
ENSDARG00000103543;gngt2b;GNGT2;ENSG00000167083;     2793
ENSDARG00000088219;zmp:0000000924;NA;NA;NA
ENSDARG00000102580;CU571310.1;RAB39A;ENSG00000179331;    54734
ENSDARG00000104569;CABZ01088484.1;MGAM2;ENSG00000257743;    93432
ENSDARG00000109601;BX323574.1;NA;NA;NA
ENSDARG00000069056;ranbp3b;RANBP3;ENSG00000031823;     8498
ENSDARG00000110804;PARD3 (1 of many);PARD3;ENSG00000148498;    56288
ENSDARG00000084966;RF00001;NA;NA;NA
ENSDARG00000109444;nfkbib;NA;NA;NA
ENSDARG00000112763;BX890603.1;NA;NA;NA
ENSDARG00000101781;RF00001;NA;NA;NA
ENSDARG00000080738;RF00001;NA;NA;NA
ENSDARG00000109088;RF00001;NA;NA;NA
ENSDARG00000105967;RF00001;NA;NA;NA
ENSDARG00000111452;taar14d;NA;NA;NA
ENSDARG00000112376;BX324194.2;NA;NA;NA
ENSDARG00000115296;RF00001;NA;NA;NA
ENSDARG00000111632;RF00001;NA;NA;NA
ENSDARG00000114156;RF00001;NA;NA;NA
ENSDARG00000030753;prrg4;PRRG4;ENSG00000135378;    79056
ENSDARG00000111188;cdaa;NA;NA;NA
ENSDARG00000085713;RF00302;SNORA65;ENSG00000201302;NA
ENSDARG00000094770;CT583625.2;NA;NA;NA
ENSDARG00000113440;mrpl51;NA;NA;NA
ENSDARG00000112568;RF00001;NA;NA;NA
ENSDARG00000107913;RF00001;NA;NA;NA
ENSDARG00000089602;si:dkey-217f16.1;NA;NA;NA
ENSDARG00000110350;RF00001;NA;NA;NA
ENSDARG00000074790;rab5if;TGIF2-RAB5IF;ENSG00000259399;100527943
ENSDARG00000074790;rab5if;RAB5IF;ENSG00000101084;    55969
ENSDARG00000106802;RF00001;NA;NA;NA
ENSDARG00000116881;CR352220.1;NA;NA;NA
ENSDARG00000112857;RF00001;NA;NA;NA
ENSDARG00000084540;RF00001;NA;NA;NA
ENSDARG00000031534;CU571315.1;NA;NA;NA
ENSDARG00000114466;RF00001;NA;NA;NA
ENSDARG00000083378;RF00092;RF00092;ENSG00000201791;NA
ENSDARG00000083378;RF00092;SNORA63B;ENSG00000200418;NA
ENSDARG00000083378;RF00092;RF00092;ENSG00000199633;NA
ENSDARG00000083378;RF00092;RF00092;ENSG00000199473;NA
ENSDARG00000083378;RF00092;SNORA63D;ENSG00000201229;NA
ENSDARG00000083378;RF00092;RF00092;ENSG00000202449;NA
ENSDARG00000100874;RF00001;NA;NA;NA
ENSDARG00000116130;RF00001;NA;NA;NA
ENSDARG00000115794;si:dkey-27d5.9;NA;NA;NA
ENSDARG00000109479;RF00001;NA;NA;NA
ENSDARG00000085140;RF00001;NA;NA;NA
ENSDARG00000114190;CR854896.2;NA;NA;NA
ENSDARG00000100989;RF00001;NA;NA;NA
ENSDARG00000116611;RF00001;NA;NA;NA
ENSDARG00000113734;RF00001;NA;NA;NA
ENSDARG00000112943;adgre5b.3;NA;NA;NA
ENSDARG00000112440;RF00001;NA;NA;NA
ENSDARG00000111514;RF00001;NA;NA;NA
ENSDARG00000112182;RF00003;NA;NA;NA
ENSDARG00000084803;RF00001;NA;NA;NA
ENSDARG00000111090;RF00001;NA;NA;NA
ENSDARG00000105888;RF00001;NA;NA;NA
ENSDARG00000107158;RF00001;NA;NA;NA
ENSDARG00000086853;dpyda.3;DPYD;ENSG00000188641;     1806
ENSDARG00000116691;RF00001;NA;NA;NA
ENSDARG00000110330;RF00001;NA;NA;NA
ENSDARG00000069608;palm2;PALM2;ENSG00000243444;   114299
ENSDARG00000113273;slc2a11b;NA;NA;NA
ENSDARG00000109508;BX323459.1;NA;NA;NA
ENSDARG00000116078;RF00001;NA;NA;NA
ENSDARG00000112804;RF00012;NA;NA;NA
ENSDARG00000111187;RF00026;NA;NA;NA
ENSDARG00000085166;RF00020;NA;NA;NA
ENSDARG00000107988;RF00001;NA;NA;NA
ENSDARG00000110081;RF00001;NA;NA;NA
ENSDARG00000087060;RF00017;NA;NA;NA
ENSDARG00000080636;RF00093;SNORD18B;ENSG00000202529;NA
ENSDARG00000080636;RF00093;SNORD18C;ENSG00000199574;NA
ENSDARG00000080636;RF00093;RF00093;ENSG00000238503;NA
ENSDARG00000080636;RF00093;RF00093;ENSG00000200677;NA
ENSDARG00000103431;RF00003;RNU1-22P;ENSG00000200204;NA
ENSDARG00000108937;FO704750.1;NA;NA;NA
ENSDARG00000106670;RF00001;NA;NA;NA
ENSDARG00000084797;RF00001;NA;NA;NA
ENSDARG00000087770;RF00017;NA;NA;NA
ENSDARG00000102302;CABZ01090144.1;WDR48;ENSG00000114742;    57599
ENSDARG00000081623;RF00377;SNORD8;ENSG00000200785;NA
ENSDARG00000081623;RF00377;SNORD9;ENSG00000199436;NA
ENSDARG00000110151;ank3b;ANK3;ENSG00000151150;      288
ENSDARG00000106858;FP565451.2;NA;NA;NA
ENSDARG00000105029;TPPP;TPPP;ENSG00000171368;    11076
ENSDARG00000081284;dre-mir-29b-2;MIR29B2;ENSG00000284203;NA
ENSDARG00000099240;acap3b;ACAP3;ENSG00000131584;   116983
ENSDARG00000106838;mir196c;MIR196A2;ENSG00000207924;NA
ENSDARG00000110681;BX537296.2;NA;NA;NA
ENSDARG00000113089;dre-mir-430b-10;NA;NA;NA
ENSDARG00000100467;fkrp;FKRP;ENSG00000181027;    79147
ENSDARG00000113324;CR388148.2;NA;NA;NA
ENSDARG00000114849;selenot1b;NA;NA;NA
ENSDARG00000115503;BX004976.1;NA;NA;NA
ENSDARG00000092026;zgc:173545;NA;NA;NA
ENSDARG00000023916;phactr1;PHACTR1;ENSG00000112137;   221692
ENSDARG00000111307;cdc16;NA;NA;NA
ENSDARG00000109930;popdc2;NA;NA;NA
ENSDARG00000058716;cept1a;CEPT1;ENSG00000134255;    10390
ENSDARG00000112022;foxi3b;NA;NA;NA
ENSDARG00000101961;abhd18;ABHD18;ENSG00000164074;    80167
ENSDARG00000114712;tbc1d10b;NA;NA;NA
ENSDARG00000113675;BX248124.3;NA;NA;NA
ENSDARG00000098439;nr1h3;NR1H3;ENSG00000025434;    10062
ENSDARG00000109534;clptm1;NA;NA;NA
ENSDARG00000112335;nosip;NA;NA;NA
ENSDARG00000109366;zgc:173720;NA;NA;NA
ENSDARG00000116093;bcl7bb;NA;NA;NA
ENSDARG00000112052;FO907124.1;NA;NA;NA
ENSDARG00000035763;stx18;STX18;ENSG00000168818;    53407
ENSDARG00000107283;BX571813.1;NSD1;ENSG00000165671;    64324
ENSDARG00000109389;CR555302.1;NA;NA;NA
ENSDARG00000056767;itgb3a;AC068234.1;ENSG00000259753;NA
ENSDARG00000056767;itgb3a;ITGB3;ENSG00000259207;     3690
ENSDARG00000116743;rnps1;RNPS1;ENSG00000205937;    10921
ENSDARG00000111561;smarcb1a;NA;NA;NA
ENSDARG00000111941;cyp11a1;NA;NA;NA
ENSDARG00000113851;CR848794.2;NA;NA;NA
ENSDARG00000115208;LO018680.1;NA;NA;NA
ENSDARG00000057940;dido1;NA;NA;NA
ENSDARG00000112351;ndfip1;NA;NA;NA
ENSDARG00000112446;CR925812.1;NA;NA;NA
ENSDARG00000110059;snx15;NA;NA;NA
ENSDARG00000115786;spty2d1;NA;NA;NA
ENSDARG00000113317;mcm6l;NA;NA;NA
ENSDARG00000115909;klhl5;NA;NA;NA
ENSDARG00000075851;oafa;OAF;ENSG00000184232;   220323
ENSDARG00000054641;tent5ab;TENT5A;ENSG00000112773;    55603
ENSDARG00000104631;CABZ01061592.2;RNF14;ENSG00000013561;     9604
ENSDARG00000115350;CR749762.5;NA;NA;NA
ENSDARG00000113142;AL928908.4;NA;NA;NA
ENSDARG00000115509;zgc:77650;NA;NA;NA
ENSDARG00000116832;CR749164.1;NA;NA;NA
ENSDARG00000110211;sema3bl;NA;NA;NA
ENSDARG00000111552;FO904980.1;NA;NA;NA
ENSDARG00000034598;dicp1.16;CD4;ENSG00000010610;      920
ENSDARG00000053062;CR628323.2;NA;NA;NA
ENSDARG00000052646;ftr69;RFPL2;ENSG00000128253;    10739
ENSDARG00000052646;ftr69;RFPL3;ENSG00000128276;    10738
ENSDARG00000052646;ftr69;RFPL1;ENSG00000128250;     5988
ENSDARG00000052646;ftr69;RFPL4A;ENSG00000223638;   342931
ENSDARG00000052646;ftr69;RFPL4AL1;ENSG00000229292;   729974
ENSDARG00000052646;ftr69;AL365214.3;ENSG00000281613;NA
ENSDARG00000052646;ftr69;RFPL4B;ENSG00000251258;   442247
ENSDARG00000113987;ldb2b;NA;NA;NA
ENSDARG00000115892;znf704;NA;NA;NA
ENSDARG00000110894;FP103007.1;NA;NA;NA
ENSDARG00000113533;CABZ01074363.1;OLFML2A;ENSG00000185585;   169611
ENSDARG00000010945;rapgef6;RAPGEF6;ENSG00000158987;    51735
ENSDARG00000010945;rapgef6;AC008695.1;ENSG00000273217;NA
ENSDARG00000114037;zgc:153521;NA;NA;NA
ENSDARG00000113359;rnf17;NA;NA;NA
ENSDARG00000089076;gphna;GPHN;ENSG00000171723;    10243
ENSDARG00000117154;CR352222.1;NA;NA;NA
ENSDARG00000099390;lama2;LAMA2;ENSG00000196569;     3908
ENSDARG00000111025;kbtbd8;NA;NA;NA
ENSDARG00000114591;CU633479.4;NA;NA;NA
ENSDARG00000100321;BX248331.1;NAMPT;ENSG00000105835;    10135
ENSDARG00000111047;BX323587.1;NA;NA;NA
ENSDARG00000113234;BX571952.2;NA;NA;NA
ENSDARG00000103985;spry1;SPRY1;ENSG00000164056;    10252
ENSDARG00000007824;camta1b;CAMTA1;ENSG00000171735;    23261
ENSDARG00000060549;ecel1;ECEL1;ENSG00000171551;     9427
ENSDARG00000114075;ptprn2;NA;NA;NA
ENSDARG00000099663;cox5ab;COX5A;ENSG00000178741;     9377
ENSDARG00000026400;rad51d;RAD51D;ENSG00000185379;     5892
ENSDARG00000113389;cxcl11.7;NA;NA;NA
ENSDARG00000110718;dctpp1;NA;NA;NA
ENSDARG00000113112;NRXN2;NRXN2;ENSG00000110076;     9379
ENSDARG00000100364;FO907110.1;ART5;ENSG00000167311;   116969
ENSDARG00000100364;FO907110.1;ART4;ENSG00000111339;      420
ENSDARG00000100364;FO907110.1;ART1;ENSG00000129744;      417
ENSDARG00000100364;FO907110.1;ART3;ENSG00000156219;      419
ENSDARG00000115351;zgc:65997;NA;NA;NA
ENSDARG00000101956;CU571315.2;TPSG1;ENSG00000116176;    25823
ENSDARG00000101956;CU571315.2;TPSAB1;ENSG00000172236;     7177
ENSDARG00000101956;CU571315.2;TPSB2;ENSG00000197253;    64499
ENSDARG00000101956;CU571315.2;TPSD1;ENSG00000095917;    23430
ENSDARG00000060054;epc1b;EPC1;ENSG00000120616;    80314
ENSDARG00000058775;oct2;NA;NA;NA
ENSDARG00000116229;zgc:162183;NA;NA;NA
ENSDARG00000110568;rif1;NA;NA;NA
ENSDARG00000102050;MCOLN3;MCOLN3;ENSG00000055732;    55283
ENSDARG00000117052;tlr20.3;NA;NA;NA
ENSDARG00000003803;LHX3;LHX3;ENSG00000107187;     8022
ENSDARG00000099161;dnaaf4;DNAAF4;ENSG00000256061;   161582
ENSDARG00000111912;or106-1;NA;NA;NA
ENSDARG00000116843;BX324216.4;NA;NA;NA
ENSDARG00000111408;CU856623.1;NA;NA;NA
ENSDARG00000087040;rhbdl1;RHBDL1;ENSG00000103269;     9028
ENSDARG00000114212;gria4b;NA;NA;NA
ENSDARG00000109439;gucy1a1;NA;NA;NA
ENSDARG00000006640;eomesa;EOMES;ENSG00000163508;     8320
ENSDARG00000116846;igf1ra;NA;NA;NA
ENSDARG00000052114;crtc3;CRTC3;ENSG00000140577;    64784
ENSDARG00000109744;BX005142.1;NA;NA;NA
ENSDARG00000112485;tspan4b;NA;NA;NA
ENSDARG00000027600;pdlim5b;PDLIM5;ENSG00000163110;    10611
ENSDARG00000074082;gpc5c;NA;NA;NA
ENSDARG00000099138;btr29;NA;NA;NA
ENSDARG00000113197;slc25a14;NA;NA;NA
ENSDARG00000109451;zgc:162324;NA;NA;NA
ENSDARG00000116804;CABZ01037174.1;PLCB1;ENSG00000182621;    23236
ENSDARG00000113461;CR855334.1;NA;NA;NA
ENSDARG00000059870;clk2b;CLK2;ENSG00000176444;     1196
ENSDARG00000101926;zgc:101130;NA;NA;NA
ENSDARG00000113650;AL929509.1;NA;NA;NA
ENSDARG00000098972;mrps16;MRPS16;ENSG00000182180;    51021
ENSDARG00000110396;enpp4;NA;NA;NA
ENSDARG00000015879;pax8;PAX8;ENSG00000125618;     7849
ENSDARG00000076870;piezo1;PIEZO1;ENSG00000103335;     9780
ENSDARG00000101754;BX664622.1;NA;NA;NA
ENSDARG00000112504;dkk1b;NA;NA;NA
ENSDARG00000103702;si:busm1-194e12.8;HLA-DQA2;ENSG00000237541;     3117
ENSDARG00000103702;si:busm1-194e12.8;HLA-DQA2;ENSG00000237541;     3118
ENSDARG00000103702;si:busm1-194e12.8;HLA-DQA1;ENSG00000196735;     3117
ENSDARG00000037079;cfap36;CFAP36;ENSG00000163001;   112942
ENSDARG00000109810;CR450709.1;NA;NA;NA
ENSDARG00000104302;CR391991.3;NA;NA;NA
ENSDARG00000037145;slc8a4b;NA;NA;NA
ENSDARG00000075933;cox15;AL133353.2;ENSG00000285932;NA
ENSDARG00000075933;cox15;COX15;ENSG00000014919;     1355
ENSDARG00000116219;BX294661.3;NA;NA;NA
ENSDARG00000100202;BX537249.1;NA;NA;NA
ENSDARG00000020794;neurod6b;NEUROD6;ENSG00000164600;    63974
ENSDARG00000116119;CABZ01097761.1;NA;NA;NA
ENSDARG00000114852;CR974456.1;GRM7;ENSG00000196277;     2917
ENSDARG00000090398;CABZ01067973.1;PDE1C;ENSG00000154678;     5137
ENSDARG00000078364;AL954361.1;NA;NA;NA
ENSDARG00000115005;CABZ01075628.1;RABL6;ENSG00000196642;    55684
ENSDARG00000109447;c1qc;NA;NA;NA
ENSDARG00000104524;CR391991.4;NA;NA;NA
ENSDARG00000099325;gig2i;NA;NA;NA
ENSDARG00000115966;ptena;NA;NA;NA
ENSDARG00000071588;BX539307.1;NA;NA;NA
ENSDARG00000012005;mob2b;MOB2;ENSG00000182208;    81532
ENSDARG00000114769;cnpy4;NA;NA;NA
ENSDARG00000105237;mcc;MCC;ENSG00000171444;     4163
ENSDARG00000109461;AL954386.1;NA;NA;NA
ENSDARG00000103108;acvr2bb;ACVR2B;ENSG00000114739;       93
ENSDARG00000103200;gpr107;GPR107;ENSG00000148358;    57720
ENSDARG00000110827;zgc:77614;NA;NA;NA
ENSDARG00000112227;acot18;NA;NA;NA
ENSDARG00000112529;RF00001;NA;NA;NA
ENSDARG00000111907;cxxc1b;NA;NA;NA
ENSDARG00000103152;RF00001;NA;NA;NA
ENSDARG00000107312;RF00001;NA;NA;NA
ENSDARG00000110235;RF00001;NA;NA;NA
ENSDARG00000115508;BX927071.1;NA;NA;NA
ENSDARG00000105865;RF00001;NA;NA;NA
ENSDARG00000102444;RF00001;NA;NA;NA
ENSDARG00000114367;rgl1;NA;NA;NA
ENSDARG00000116892;BX088707.2;NA;NA;NA
ENSDARG00000111045;RF00001;NA;NA;NA
ENSDARG00000108752;RF00001;NA;NA;NA
ENSDARG00000098059;fkbp3;FKBP3;ENSG00000100442;     2287
ENSDARG00000111286;RF00001;NA;NA;NA
ENSDARG00000020976;ubald1b;UBALD1;ENSG00000153443;   124402
ENSDARG00000100482;pmt;NA;NA;NA
ENSDARG00000111149;RF00001;NA;NA;NA
ENSDARG00000107462;RF00001;NA;NA;NA
ENSDARG00000117081;RF00003;NA;NA;NA
ENSDARG00000111752;RF00026;NA;NA;NA
ENSDARG00000111833;CABZ01046996.1;NA;NA;NA
ENSDARG00000081015;RF00066;NA;NA;NA
ENSDARG00000084089;RF00006;VTRNA3-1P;ENSG00000199422;NA
ENSDARG00000084089;RF00006;VTRNA1-1;ENSG00000199990;NA
ENSDARG00000084089;RF00006;RF00006;ENSG00000252283;NA
ENSDARG00000084089;RF00006;RF00006;ENSG00000252485;NA
ENSDARG00000084089;RF00006;RF00006;ENSG00000278815;NA
ENSDARG00000084089;RF00006;RF00006;ENSG00000252328;NA
ENSDARG00000084089;RF00006;VTRNA2-2P;ENSG00000251900;NA
ENSDARG00000115782;CR558302.1;NA;NA;NA
ENSDARG00000103846;hspa5;HSPA5;ENSG00000044574;     3309
ENSDARG00000085131;RF00001;NA;NA;NA
ENSDARG00000112298;BX324194.1;NA;NA;NA
ENSDARG00000100748;RF00001;NA;NA;NA
ENSDARG00000113929;RF00026;NA;NA;NA
ENSDARG00000084414;RF00001;NA;NA;NA
ENSDARG00000083325;RF01296;SCARNA10;ENSG00000239002;NA
ENSDARG00000084957;RF00001;NA;NA;NA
ENSDARG00000082165;RF00001;NA;NA;NA
ENSDARG00000107174;RF00001;NA;NA;NA
ENSDARG00000060263;pecam1;PECAM1;ENSG00000261371;     5175
ENSDARG00000060263;pecam1;C17orf99;ENSG00000187997;100141515
ENSDARG00000060263;pecam1;MILR1;ENSG00000271605;   284021
ENSDARG00000103355;RF01684;RF01684;ENSG00000275948;NA
ENSDARG00000103355;RF01684;RF01684;ENSG00000274072;NA
ENSDARG00000109985;RF00003;NA;NA;NA
ENSDARG00000112538;RF00001;NA;NA;NA
ENSDARG00000081779;dre-mir-203a;NA;NA;NA
ENSDARG00000083280;dre-let-7g-1;MIRLET7F2;ENSG00000208012;NA
ENSDARG00000087013;cubn;CUBN;ENSG00000107611;     8029
ENSDARG00000080188;RF00571;RF00571;ENSG00000212229;NA
ENSDARG00000080188;RF00571;SNORD65;ENSG00000277512;NA
ENSDARG00000080188;RF00571;SNORD65B;ENSG00000238936;NA
ENSDARG00000080188;RF00571;RF00571;ENSG00000212191;NA
ENSDARG00000080188;RF00571;SNORD65C;ENSG00000212264;NA
ENSDARG00000083420;dre-mir-301a;MIR301A;ENSG00000207996;NA
ENSDARG00000108287;RF00001;NA;NA;NA
ENSDARG00000082897;RF00001;NA;NA;NA
ENSDARG00000113075;zgc:64002;NA;NA;NA
ENSDARG00000085052;RF00001;NA;NA;NA
ENSDARG00000106867;RF00001;NA;NA;NA
ENSDARG00000085630;RF00001;NA;NA;NA
ENSDARG00000116971;RF00001;NA;NA;NA
ENSDARG00000085384;RF00001;NA;NA;NA
ENSDARG00000111427;gtpbp3;NA;NA;NA
ENSDARG00000083063;RF00003;NA;NA;NA
ENSDARG00000080276;RF00001;NA;NA;NA
ENSDARG00000109445;RF00026;NA;NA;NA
ENSDARG00000107309;RF00001;NA;NA;NA
ENSDARG00000115765;RF00026;NA;NA;NA
ENSDARG00000082787;RF00001;NA;NA;NA
ENSDARG00000085301;RF00322;NA;NA;NA
ENSDARG00000116376;RF00001;NA;NA;NA
ENSDARG00000111325;dre-mir-430c-1;NA;NA;NA
ENSDARG00000110617;RF00138;SNORD16;ENSG00000199673;NA
ENSDARG00000113120;CABZ01061501.1;NA;NA;NA
ENSDARG00000113532;vma21;NA;NA;NA
ENSDARG00000115122;RF00001;NA;NA;NA
ENSDARG00000109322;RF00003;NA;NA;NA
ENSDARG00000113679;enpp7.2;NA;NA;NA
ENSDARG00000082607;RF00068;SNORD21;ENSG00000206680;NA
ENSDARG00000085332;RF00020;RNU5B-3P;ENSG00000252410;NA
ENSDARG00000103940;frrs1l;FRRS1L;ENSG00000260230;    23732
ENSDARG00000110446;RF00026;NA;NA;NA
ENSDARG00000115044;RF00026;NA;NA;NA
ENSDARG00000098695;vclb;VCL;ENSG00000035403;     7414
ENSDARG00000100441;RF00026;NA;NA;NA
ENSDARG00000113792;trmt2a;NA;NA;NA
ENSDARG00000110472;RF00026;NA;NA;NA
ENSDARG00000116497;phyhip;NA;NA;NA
ENSDARG00000100793;CR450785.1;NA;NA;NA
ENSDARG00000085861;RF00001;NA;NA;NA
ENSDARG00000111145;RF00026;NA;NA;NA
ENSDARG00000111256;pbdc1;NA;NA;NA
ENSDARG00000113872;RF00001;NA;NA;NA
ENSDARG00000087265;BX942819.2;NA;NA;NA
